tender_id,title,description,target_standard_id,record_type,synthetic_flag,validation_status
SYN-T-00016,Supply of Information technology Open Connectivity Foundation OCF Specification Part 6: Resource to AllJoyn interface mapping specification,Need applicable Indian Standard for Information technology Open Connectivity Foundation OCF Specification Part 6: Resource to AllJoyn interface mapping specification,MSV1-0C690155FE0085AF,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00017,Supply of Pesticide - Pirimiphos methyl space spray specification,Need applicable Indian Standard for Pesticide - Pirimiphos methyl space spray specification,MSV1-D693BFD6B8182E44,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00018,Supply of Graphical symbols - Creation and design of public information symbols - Requirements,Need applicable Indian Standard for Graphical symbols - Creation and design of public information symbols - Requirements,MSV1-CD0199B1E7D492C2,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00019,Supply of Automotive Vehicles - External Projection Part 1 Performance Requirements for M1 Category of Vehicles ( First Revision ),Need applicable Indian Standard for Automotive Vehicles - External Projection Part 1 Performance Requirements for M1 Category of Vehicles ( First Revision ),MSV1-534FE5AB9580D1F1,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00020,Supply of Man Riding Car by Rope Haulage System for Transportation of Persons in Mines,Need applicable Indian Standard for Man Riding Car by Rope Haulage System for Transportation of Persons in Mines,MSV1-BB72737E5DD7CEAA,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00021,Supply of METHODS OF MEASUREMENT OF WORK IN RIVER VALLEY PROJECTS DAMS AND APPURTENANT STRUCTURES PART 12 TOPOGRAPHICAL SURVEYS,Need applicable Indian Standard for METHODS OF MEASUREMENT OF WORK IN RIVER VALLEY PROJECTS DAMS AND APPURTENANT STRUCTURES PART 12 TOPOGRAPHICAL SURVEYS,MSV1-6D3A36B9B8CB9BE9,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00022,Supply of Industrial automation glossary,Need applicable Indian Standard for Industrial automation glossary,MSV1-167162C38D5C79D6,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00023,Supply of Earth-Moving Machinery - Loaders and Backhoe Loaders Part 1 Calculation of Rated Operating Capacity and Test Method for Verifying Calculated Tipping Load,Need applicable Indian Standard for Earth-Moving Machinery - Loaders and Backhoe Loaders Part 1 Calculation of Rated Operating Capacity and Test Method for Verifying Calculated Tipping Load,MSV1-6B037C23D010A219,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00024,Supply of ROAD CONSTRUCTION AND MAINTENANCE EQUIPMENT ? SOIL STABILIZERS ? TERMINOLOGY AND COMMERCIAL SPECIFICATIONS ( Adoption of ISO 15688 ),Need applicable Indian Standard for ROAD CONSTRUCTION AND MAINTENANCE EQUIPMENT ? SOIL STABILIZERS ? TERMINOLOGY AND COMMERCIAL SPECIFICATIONS ( Adoption of ISO 15688 ),MSV1-A56935BCAF61C5DA,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00025,Supply of Specification for playgroijnd equipment for parks: Part ii horizontal bars,Need applicable Indian Standard for Specification for playgroijnd equipment for parks: Part ii horizontal bars,MSV1-CFBCFC071DA8AB32,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00026,Supply of Head configuration and gauging of countersunk head screws,Need applicable Indian Standard for Head configuration and gauging of countersunk head screws,MSV1-55FB1F79EB65BAA6,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00027,"Supply of Pyriproxyfen + Fenpropathrin, emulsifiable concentrate (EC) - Specification","Need applicable Indian Standard for Pyriproxyfen + Fenpropathrin, emulsifiable concentrate (EC) - Specification",MSV1-A3F46B38962E88BA,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00028,Supply of Application guide for electrical relays for AC systems: Part i overcurrent relays for feeders and transformers,Need applicable Indian Standard for Application guide for electrical relays for AC systems: Part i overcurrent relays for feeders and transformers,MSV1-7AD8E37548E77299,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00029,Supply of Straight bevel gears for general engineering and heavy engineering: Part 2 module and diametral pitches (First Revision),Need applicable Indian Standard for Straight bevel gears for general engineering and heavy engineering: Part 2 module and diametral pitches (First Revision),MSV1-51142D426ACE3C48,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00030,Supply of Vitreous Enamelware - Method of Test Part 2: Test Methods Section 2: Low and High Voltage Tests for Detecting and Locating Defects (Second Revision),Need applicable Indian Standard for Vitreous Enamelware - Method of Test Part 2: Test Methods Section 2: Low and High Voltage Tests for Detecting and Locating Defects (Second Revision),MSV1-002B732AF92D3836,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00031,Supply of Specification for bifurcated rivets for general purposes,Need applicable Indian Standard for Specification for bifurcated rivets for general purposes,MSV1-FB09E8DE59382516,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00032,Supply of Internet of Things (loT) — Digital Twin — Use Cases,Need applicable Indian Standard for Internet of Things (loT) — Digital Twin — Use Cases,MSV1-6AB0A38FA591DFE5,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00033,Supply of Industrial Furnaces and Associated Processing Equipment - Safety Part 4 Protective Systems,Need applicable Indian Standard for Industrial Furnaces and Associated Processing Equipment - Safety Part 4 Protective Systems,MSV1-ACA33D17049B7DDB,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00034,"Supply of Triple superphosphate, fertilizer grade - Specification (Second Revision)","Need applicable Indian Standard for Triple superphosphate, fertilizer grade - Specification (Second Revision)",MSV1-16D15904229745DD,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00035,Supply of Nickel alloys - Flame atomic absorption spectrometric analysis - Method: Part 7 determination of aluminium content,Need applicable Indian Standard for Nickel alloys - Flame atomic absorption spectrometric analysis - Method: Part 7 determination of aluminium content,MSV1-B81BC870E55EBFFF,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00036,Supply of CINEMATOGRAPHY 16 MM NEGATIVE PHOTOGRAPHIC SOUND RECORD ON 16 MM 3516 MM AND 3532 MM MOTION PICTURE FILM POSITIONS AND DIMENSIONS Adoption of ISO 71:2014,Need applicable Indian Standard for CINEMATOGRAPHY 16 MM NEGATIVE PHOTOGRAPHIC SOUND RECORD ON 16 MM 3516 MM AND 3532 MM MOTION PICTURE FILM POSITIONS AND DIMENSIONS Adoption of ISO 71:2014,MSV1-5AAEFBBBB093A70E,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00037,Supply of Environmental testing Part 3 Supporting documentation and guidance section -1: Cold and dry heat tests,Need applicable Indian Standard for Environmental testing Part 3 Supporting documentation and guidance section -1: Cold and dry heat tests,MSV1-C04F07EF31F1FEAC,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00038,Supply of Specification for aluminium clad aluminium alloy sheet and strip for aircraft purposes (Alloy 24530),Need applicable Indian Standard for Specification for aluminium clad aluminium alloy sheet and strip for aircraft purposes (Alloy 24530),MSV1-D63F542EE2156E0B,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00039,Supply of Precast Reinforced Concrete Planks and Joist for Roofing and Flooring - Specification,Need applicable Indian Standard for Precast Reinforced Concrete Planks and Joist for Roofing and Flooring - Specification,MSV1-4455E8D32414E939,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00040,Supply of Specification for Tractor - Operated Disc Ploughs,Need applicable Indian Standard for Specification for Tractor - Operated Disc Ploughs,MSV1-CC0EF6BFF04FBA78,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00041,Supply of Light basic magnesium carbonate - Specification (Second Revision),Need applicable Indian Standard for Light basic magnesium carbonate - Specification (Second Revision),MSV1-F5A117CFA6A89A52,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00042,Supply of Blow moulded HDPE containers for packing of vanaspati - Specification (Second Revision),Need applicable Indian Standard for Blow moulded HDPE containers for packing of vanaspati - Specification (Second Revision),MSV1-20F980C6DE18EADC,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00043,Supply of Specification for static invertors for aircrafts,Need applicable Indian Standard for Specification for static invertors for aircrafts,MSV1-D3BC74D77ED0F4F7,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00044,Supply of Schedule for properties and availability of stones for construction purposes: Part 2 Maharashtra state: Sec 2 engineering properties of building stones,Need applicable Indian Standard for Schedule for properties and availability of stones for construction purposes: Part 2 Maharashtra state: Sec 2 engineering properties of building stones,MSV1-9BB274D7418FE7C4,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00045,Supply of Sterilization of Health Care Products â€• Biological Indicators Part 2 Biological Indicators for Ethylene Oxide Sterilization Processes,Need applicable Indian Standard for Sterilization of Health Care Products â€• Biological Indicators Part 2 Biological Indicators for Ethylene Oxide Sterilization Processes,MSV1-E1A095C2E653AF03,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00046,Supply of Brass Anodes for Electroplating Specification,Need applicable Indian Standard for Brass Anodes for Electroplating Specification,MSV1-D87E95A582F73F7A,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00047,Supply of Textiles - Determination of the recovery from creasing of a folded specimen of fabric by measuring the angle of recovery Part 1 Method of the horizontally folded specimen second revision,Need applicable Indian Standard for Textiles - Determination of the recovery from creasing of a folded specimen of fabric by measuring the angle of recovery Part 1 Method of the horizontally folded specimen second revision,MSV1-1BA4FB281572E84A,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00048,Supply of TEXTILES HANDLOOM COTTON LIGHT SHEETING SPECIFICATION Second Revision,Need applicable Indian Standard for TEXTILES HANDLOOM COTTON LIGHT SHEETING SPECIFICATION Second Revision,MSV1-4987A2E27DA3EC13,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00049,Supply of Methods of test for petroleum and its products [P : 54] determination of phosphorus content - Quinoline phosphomolybdate method (Third Revision),Need applicable Indian Standard for Methods of test for petroleum and its products [P : 54] determination of phosphorus content - Quinoline phosphomolybdate method (Third Revision),MSV1-15A921B8AB460D19,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00050,Supply of INDIAN CLUBS - SPECIFICATION,Need applicable Indian Standard for INDIAN CLUBS - SPECIFICATION,MSV1-F34930B4433C6EFD,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00051,Supply of Glossary of Terms Relating to Builders Hardware Part 2 Latches (First revision ),Need applicable Indian Standard for Glossary of Terms Relating to Builders Hardware Part 2 Latches (First revision ),MSV1-181DA99A9755CF77,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00052,Supply of Methods of test for brown coals and lignite : Part 3 determination of the yields of tar water gas and coke residue by low temperature distillation (Second Revision),Need applicable Indian Standard for Methods of test for brown coals and lignite : Part 3 determination of the yields of tar water gas and coke residue by low temperature distillation (Second Revision),MSV1-216B2AD022A6DB82,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00053,Supply of Software engineering Guidelines for the application of ISO 9001:2008 to computer software,Need applicable Indian Standard for Software engineering Guidelines for the application of ISO 9001:2008 to computer software,MSV1-62876DA4B309C62E,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00054,Supply of Karanja [ Pongamia pinnata (L.) Pierre.] Seed for use in Traditional Medicine - Specification,Need applicable Indian Standard for Karanja [ Pongamia pinnata (L.) Pierre.] Seed for use in Traditional Medicine - Specification,MSV1-159215E002571816,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00055,Supply of Equipment for Harvesting and Conservation - Round Balers - Part 2 Performance Test Method,Need applicable Indian Standard for Equipment for Harvesting and Conservation - Round Balers - Part 2 Performance Test Method,MSV1-AC36832ABD6F44F0,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00056,Supply of Cybersecurity - IoT Security and Privacy - Device Baseline Requirements,Need applicable Indian Standard for Cybersecurity - IoT Security and Privacy - Device Baseline Requirements,MSV1-D58636B0F249EF5F,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00057,Supply of Agricultural Grain Driers — Determination of Drying Performance : Part 1 General,Need applicable Indian Standard for Agricultural Grain Driers — Determination of Drying Performance : Part 1 General,MSV1-C9FA447378271B49,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00058,Supply of SELECTION SPLICING INSTALLATION AND PROVIDING PROTECTION TO THE OPEN ENDS OF CABLES USED FOR CONNECTING RESISTANCE TYPE MEASURING DEVICES IN CONCRETE AND MASONRY DAMS CODE OF PRACTICE,Need applicable Indian Standard for SELECTION SPLICING INSTALLATION AND PROVIDING PROTECTION TO THE OPEN ENDS OF CABLES USED FOR CONNECTING RESISTANCE TYPE MEASURING DEVICES IN CONCRETE AND MASONRY DAMS CODE OF PRACTICE,MSV1-1924A37A30C5BED4,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00059,Supply of Specification for Agricultural Tillage Discs : Part 2 Flat Type (Second Revision),Need applicable Indian Standard for Specification for Agricultural Tillage Discs : Part 2 Flat Type (Second Revision),MSV1-4D531161A2CAE000,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00060,"Supply of Specification for electronic equipment/systems for use in coal and metalliferrousmines: Part 1 definitions, general requirements and tests","Need applicable Indian Standard for Specification for electronic equipment/systems for use in coal and metalliferrousmines: Part 1 definitions, general requirements and tests",MSV1-10E0D11BAB6B0242,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00061,Supply of Aeronautical and Astronautical - Glossary of Terms Part 5 Aerodynes (Heavier-Than-Air Aircraft) ( First Revision ),Need applicable Indian Standard for Aeronautical and Astronautical - Glossary of Terms Part 5 Aerodynes (Heavier-Than-Air Aircraft) ( First Revision ),MSV1-FB0D6C55631DCD07,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00062,Supply of Earth - Moving machinery - Volumetric ratings for hoe - Type and grab - Type buckets of hydraulic excavators and backhoe loaders,Need applicable Indian Standard for Earth - Moving machinery - Volumetric ratings for hoe - Type and grab - Type buckets of hydraulic excavators and backhoe loaders,MSV1-C7486328BDB04795,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00063,Supply of Piston - Operated volumetric apparatus: Part 2 piston pipettes,Need applicable Indian Standard for Piston - Operated volumetric apparatus: Part 2 piston pipettes,MSV1-32775E6D176E9B52,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00064,Supply of SODIUM CARBONATE ANHYDROUS SPECIFICATION,Need applicable Indian Standard for SODIUM CARBONATE ANHYDROUS SPECIFICATION,MSV1-3EE6E6CEFBBBAA43,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00065,Supply of Specification for rot-proofed cotton tapes for aerospace purposes (first revision),Need applicable Indian Standard for Specification for rot-proofed cotton tapes for aerospace purposes (first revision),MSV1-C28B849A19335353,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00066,Supply of Dissolved Acetylene (Gas) — Specification (Fourth Revision),Need applicable Indian Standard for Dissolved Acetylene (Gas) — Specification (Fourth Revision),MSV1-F8585B27B64E0DB6,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00067,Supply of Textiles - Braided Nylon Cords for Aerospace Purposes - Specification third revision,Need applicable Indian Standard for Textiles - Braided Nylon Cords for Aerospace Purposes - Specification third revision,MSV1-1D5C8ACDBD469023,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00068,Supply of Specification for potassium nitrate for explosive and pyrotechnic compositions (Second Revision),Need applicable Indian Standard for Specification for potassium nitrate for explosive and pyrotechnic compositions (Second Revision),MSV1-EBF0E53E3B7C8421,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00069,Supply of Radio Frequency and Coaxial Cable Assemblies Part 3 Sectional Specification for Semi-Flexible Coaxial Cable Assemblies (FIRST REVISION),Need applicable Indian Standard for Radio Frequency and Coaxial Cable Assemblies Part 3 Sectional Specification for Semi-Flexible Coaxial Cable Assemblies (FIRST REVISION),MSV1-4A907C376C1FEC4E,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00070,Supply of Accuracy trueness and precision of measurement methods and results -- Part 2: Basic method for the determination of repeatability and reproducibility of a standard measurement method,Need applicable Indian Standard for Accuracy trueness and precision of measurement methods and results -- Part 2: Basic method for the determination of repeatability and reproducibility of a standard measurement method,MSV1-2FB8896FE57FF286,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00071,Supply of Boxes and Enclosures for Electrical Accessories for Household and Similar Fixed Electrical Installations — General Requirements ( First Revision ),Need applicable Indian Standard for Boxes and Enclosures for Electrical Accessories for Household and Similar Fixed Electrical Installations — General Requirements ( First Revision ),MSV1-D77B00FB118D1847,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00072,Supply of Oxygen Compressed Gas and Liquid-Specification (Fifth Revision),Need applicable Indian Standard for Oxygen Compressed Gas and Liquid-Specification (Fifth Revision),MSV1-F121E152DF098C26,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00073,Supply of Forestry Tools - Wooden Filing Vice - Specification,Need applicable Indian Standard for Forestry Tools - Wooden Filing Vice - Specification,MSV1-4457FE82AC4343B7,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00074,Supply of Specification for caulking mallets,Need applicable Indian Standard for Specification for caulking mallets,MSV1-EFE1C0A28FBC9938,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00075,"Supply of Solid mineral fuels - Determination of total carbon, hydrogen and nitrogen content - Instrumental method","Need applicable Indian Standard for Solid mineral fuels - Determination of total carbon, hydrogen and nitrogen content - Instrumental method",MSV1-36E2896A8F6DBE9A,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00076,"Supply of Specification for linseed oil, raw and refined (Second Revision)","Need applicable Indian Standard for Specification for linseed oil, raw and refined (Second Revision)",MSV1-C3E775C5D3C0B676,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00077,Supply of Thermoplastics Hoses (Textile Reinforced) for Compressed Air — Specification (Second Revision),Need applicable Indian Standard for Thermoplastics Hoses (Textile Reinforced) for Compressed Air — Specification (Second Revision),MSV1-BD68203A8B808BEF,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00078,"Supply of General requirements for steel drop, upset and press forgings","Need applicable Indian Standard for General requirements for steel drop, upset and press forgings",MSV1-711F12AA4D3185FF,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00079,Supply of Face milling cutters with indexable inserts -- Dimensions,Need applicable Indian Standard for Face milling cutters with indexable inserts -- Dimensions,MSV1-05217E36FAA07E48,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00080,Supply of Specification for burner pliers,Need applicable Indian Standard for Specification for burner pliers,MSV1-4FA6BEE58C0361E0,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00081,Supply of Code of practice for corrosion protection of steel reinforcement in RB and RCC construction,Need applicable Indian Standard for Code of practice for corrosion protection of steel reinforcement in RB and RCC construction,MSV1-0ED0AEEAA160C0F3,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00082,Supply of Identification cards Physical characteristics,Need applicable Indian Standard for Identification cards Physical characteristics,MSV1-F2B8C81D9651D8C4,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00083,Supply of Spectrometric analysis of cast iron by direct reading optical emission vacuum spectrometer - Point to plane technique,Need applicable Indian Standard for Spectrometric analysis of cast iron by direct reading optical emission vacuum spectrometer - Point to plane technique,MSV1-98C79E65FCA9B896,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00084,Supply of Code of practice for handling and storage of bagged fertilizers (First Revision),Need applicable Indian Standard for Code of practice for handling and storage of bagged fertilizers (First Revision),MSV1-68B6BF273A128C63,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00085,Supply of Code of Practice for Natural Ventilaltion of Residential Buildings (First Revision),Need applicable Indian Standard for Code of Practice for Natural Ventilaltion of Residential Buildings (First Revision),MSV1-3207589E6CC7265D,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00086,Supply of Methods of Measurements on Cathode - Ray Oscilloscope (Dc to 10 Mc/s),Need applicable Indian Standard for Methods of Measurements on Cathode - Ray Oscilloscope (Dc to 10 Mc/s),MSV1-E079F3EE43F25F44,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00087,Supply of Cotton Seed Delinting Machinery — HCL Gas Generation Unit — Specification,Need applicable Indian Standard for Cotton Seed Delinting Machinery — HCL Gas Generation Unit — Specification,MSV1-963CBAE1082EA5A5,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00088,Supply of Tin or tin - Lead coated copper wire - Specificaiton (First Revision),Need applicable Indian Standard for Tin or tin - Lead coated copper wire - Specificaiton (First Revision),MSV1-E1F727A5B35B6642,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00089,Supply of Methods of tests for animal feeds and feeding stuffs: Part 1 general methods,Need applicable Indian Standard for Methods of tests for animal feeds and feeding stuffs: Part 1 general methods,MSV1-8C5F266A8D69B02F,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00090,Supply of Specification for wirebound wooden boxes,Need applicable Indian Standard for Specification for wirebound wooden boxes,MSV1-EAE3AFA1E85EB80E,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00091,Supply of Interpreting services Legal interpreting Requirements,Need applicable Indian Standard for Interpreting services Legal interpreting Requirements,MSV1-EE90A0D9E44D291B,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
SYN-T-00092,"Supply of Textiles - Light Weight Jute Sacking Bags for Packing 50 kg Mustard Seed, Niger Seed and Ragi - Specification","Need applicable Indian Standard for Textiles - Light Weight Jute Sacking Bags for Packing 50 kg Mustard Seed, Niger Seed and Ragi - Specification",MSV1-F6953CFBD86883DB,SYNTHETIC,True,SYNTHETIC_TITLE_GROUNDED
